matrix_type,algo,n,rank,trial,rel_error,online_runtime_sec,offline_runtime_sec,total_runtime_sec,baseline_runtime_sec,speedup_online,speedup_total
NN-Like,lrgemm_rsvd,512,8,1,0.9958378599088737,0.0023310999968089163,0.03465799998957664,0.036989099986385554,0.9691093000001274,415.73047116243754,26.19986159049082
NN-Like,lrgemm_det,512,8,1,0.9953774049074957,0.05216544999857434,0.469489049987169,0.5216544999857433,0.9691093000001274,18.57760836006615,1.8577608360066153
NN-Like,lrgemm_rsvd,512,16,1,0.9912920523002267,0.0020824000239372253,0.03205149999121204,0.034133900015149266,0.9691093000001274,465.38094931818995,28.39140266919451
NN-Like,lrgemm_det,512,16,1,0.9901488627826336,0.06648343999986538,0.5983509599987883,0.6648343999986537,0.9691093000001274,14.576702108105263,1.4576702108105264
NN-Like,lrgemm_rsvd,512,32,1,0.9792528676249748,0.011082799988798797,0.11769330000970513,0.12877609999850392,0.9691093000001274,87.44264093727128,7.5255369591980665
NN-Like,lrgemm_det,512,32,1,0.9716728056486792,0.0795954300032463,0.7163588700292166,0.7959543000324629,0.9691093000001274,12.175438966289928,1.2175438966289929
NN-Like,lrgemm_rsvd,512,64,1,0.936989621413118,0.00949560001026839,0.45449589996133,0.4639914999715984,0.9691093000001274,102.05877447998526,2.0886358910873324
NN-Like,lrgemm_det,512,64,1,0.9176782091073434,0.06362340999767184,0.5726106899790466,0.6362340999767184,0.9691093000001274,15.2319610035927,1.52319610035927
NN-Like,lrgemm_rsvd,512,128,1,0.8153513647597241,0.004469199979212135,0.38131759996758774,0.3857867999467999,0.9691093000001274,216.84178477307015,2.5120333306732316
NN-Like,lrgemm_det,512,128,1,0.7722911700886076,0.05583924999809824,0.5025532499828842,0.5583924999809824,0.9691093000001274,17.355342344912103,1.7355342344912101
NN-Like,lrgemm_rsvd,512,8,2,0.9960271485884932,0.0027203999925404787,0.013821200001984835,0.016541599994525313,1.3958358999807388,513.099508825252,84.38336681111326
NN-Like,lrgemm_det,512,8,2,0.9959420257667172,0.054593999998178336,0.491345999983605,0.5459399999817833,1.3958358999807388,25.56756969680394,2.5567569696803942
NN-Like,lrgemm_rsvd,512,16,2,0.9917815829352484,0.0034856999991461635,0.03659579996019602,0.04008149995934218,1.3958358999807388,400.4463666760348,34.82494171616943
NN-Like,lrgemm_det,512,16,2,0.9899219182638895,0.05893776000011713,0.5304398400010542,0.5893776000011712,1.3958358999807388,23.683219382242637,2.368321938224264
NN-Like,lrgemm_rsvd,512,32,2,0.9774001830116789,0.002921000006608665,0.09112329996423796,0.09404429997084662,1.3958358999807388,477.8623405760721,14.842323249930539
NN-Like,lrgemm_det,512,32,2,0.9707406116220672,0.05775708999717608,0.5198138099745847,0.5775708999717608,1.3958358999807388,24.16735157621316,2.416735157621316
NN-Like,lrgemm_rsvd,512,64,2,0.9368255273129579,0.004078999976627529,0.497874699998647,0.5019536999752745,1.3958358999807388,342.20051678813695,2.780806078428141
NN-Like,lrgemm_det,512,64,2,0.9185940650473633,0.07071258999640122,0.636413309967611,0.7071258999640122,1.3958358999807388,19.739566886911895,1.9739566886911895
NN-Like,lrgemm_rsvd,512,128,2,0.8128602285831987,0.00547149998601526,0.5826680000172928,0.5881395000033081,1.3958358999807388,255.11028119316268,2.3733075230840432
NN-Like,lrgemm_det,512,128,2,0.7739708926598386,0.06401637999806553,0.5761474199825898,0.6401637999806553,1.3958358999807388,21.804355385651586,2.180435538565159
NN-Like,lrgemm_rsvd,512,8,3,0.9975983423942495,0.0026327999657951295,0.014751700102351606,0.017384500068146735,1.0571940999943763,401.5474452025428,60.81245338377325
NN-Like,lrgemm_det,512,8,3,0.9954637537875258,0.062222179997479546,0.559999619977316,0.6222217999747955,1.0571940999943763,16.990630994240323,1.699063099424032
NN-Like,lrgemm_rsvd,512,16,3,0.9928801489028238,0.004002900037448853,0.041029600019101053,0.04503250005654991,1.0571940999943763,264.10704491840175,23.476247125227264
NN-Like,lrgemm_det,512,16,3,0.9885009232809326,0.05567564000375569,0.5010807600338012,0.5567564000375569,1.0571940999943763,18.988449884420934,1.8988449884420935
NN-Like,lrgemm_rsvd,512,32,3,0.9806935954489834,0.00308630004292354,0.07328099996084347,0.07636730000376701,1.0571940999943763,342.54417434830305,13.843544291106632
NN-Like,lrgemm_det,512,32,3,0.9682314213102111,0.05967728000250645,0.5370955200225581,0.5967728000250646,1.0571940999943763,17.715185744892764,1.771518574489276
NN-Like,lrgemm_rsvd,512,64,3,0.9371496158285174,0.007945999968796968,0.22566599998390302,0.2336119999527,1.0571940999943763,133.04733251269272,4.525427204974184
NN-Like,lrgemm_det,512,64,3,0.913307967430391,0.057648219994734975,0.5188339799526148,0.5764821999473498,1.0571940999943763,18.3387119340533,1.8338711934053296
NN-Like,lrgemm_rsvd,512,128,3,0.8108235795622698,0.004732899949885905,0.4204383000032976,0.42517119995318353,1.0571940999943763,223.37131804779898,2.4865139033659527
NN-Like,lrgemm_det,512,128,3,0.770727516663897,0.05575459999963642,0.5017913999967277,0.5575459999963641,1.0571940999943763,18.96155832884229,1.8961558328842294
NN-Like,lrgemm_rsvd,512,8,4,0.9971133134006669,0.0026190000353381038,0.01571529998909682,0.018334300024434924,0.9172521000145935,350.22989218714514,50.02929475312018
NN-Like,lrgemm_det,512,8,4,0.993786386355086,0.04875166999991052,0.4387650299991947,0.48751669999910524,0.9172521000145935,18.81478316571057,1.8814783165710567
NN-Like,lrgemm_rsvd,512,16,4,0.9913476673259266,0.003271099994890392,0.03159159992355853,0.034862699918448925,0.9172521000145935,280.4109019740709,26.31041491795633
NN-Like,lrgemm_det,512,16,4,0.9880002652777335,0.05007225999725051,0.4506503399752546,0.5007225999725051,0.9172521000145935,18.318568006815752,1.8318568006815752
NN-Like,lrgemm_rsvd,512,32,4,0.977880279889444,0.003284499980509281,0.07984469999792054,0.08312919997842982,0.9172521000145935,279.26689159924064,11.034054222254033
NN-Like,lrgemm_det,512,32,4,0.9709127241581467,0.0478827899962198,0.4309451099659782,0.478827899962198,0.9172521000145935,19.156195787401018,1.915619578740102
NN-Like,lrgemm_rsvd,512,64,4,0.9357910278932233,0.006142600032035261,0.18469700001878664,0.1908396000508219,0.9172521000145935,149.3263593968164,4.806403386772572
NN-Like,lrgemm_det,512,64,4,0.9161604448455557,0.0539182799984701,0.4852645199862309,0.539182799984701,0.9172521000145935,17.011894668016488,1.7011894668016487
NN-Like,lrgemm_rsvd,512,128,4,0.8064727196855759,0.006816099979914725,0.49055370001588017,0.4973697999957949,0.9172521000145935,134.571397531946,1.8442054584382657
NN-Like,lrgemm_det,512,128,4,0.767383977330347,0.05394209999940358,0.48547889999463223,0.5394209999940358,0.9172521000145935,17.004382477225306,1.7004382477225306
